,COUNTYNAME,Proportion White,Proportion Black or African American,Proportion American Indian and Alaska Native,Proportion Asian,Proportion Native Hawaiian and Other Pacific Islander,Proportion Some other race,Proportion Two or more races,Proportion Hispanic or Latino (of any race),Year,Turnout,Total,FemaleProp
231,Pine,0.9146110709739568,0.02115801424295593,0.024254309010217773,0.005126088003577941,0.0004472425774933773,0.006089379708948292,0.02831389548284997,0.027625829979014003,2014,0.4558236417288665,23044,0.4629404617253949
232,Pipestone,0.9271943995691976,0.013462574044157244,0.013354873451803985,0.009800753904146474,0.0,0.013031771674744213,0.023155627355950455,0.05288099084544965,2014,0.5567582965389546,7021,0.5204386839481555
233,Polk,0.9308399366085578,0.014136291600633916,0.011822503961965134,0.007606973058637084,0.0005071315372424723,0.010079239302694136,0.025007923930269408,0.0595879556259905,2014,0.4102681165435378,24094,0.499626463019839
234,Pope,0.9730296127562642,0.004464692482915718,0.0042824601366742605,0.0034624145785876995,0.0,0.0051936218678815494,0.009567198177676536,0.01184510250569476,2014,0.5798280269579363,8606,0.5
235,Ramsey,0.6834070829758734,0.11207688023961107,0.0063985340377176745,0.13590817416956394,0.0003273581071928478,0.01962267274724944,0.04225929772279165,0.07334514832708719,2014,0.4443892471276322,408635,0.5211447869125259
236,Red Lake,0.9515091538842158,0.005690252350321623,0.01632855022266205,0.002968827313211281,0.0,0.006679861454725385,0.016823354774863932,0.031914893617021274,2014,0.4951843241448024,3011,0.4931916306874792
237,Redwood,0.8942739761201695,0.0065476954679676465,0.04930029528822698,0.03145461548337398,0.0,0.008987032995249711,0.009436384645012195,0.028951084863268712,2014,0.4752897068847989,11736,0.5046864349011588
238,Renville,0.9336445481827276,0.003001000333444481,0.013604534844948316,0.005001667222407469,0.0,0.0336112037345782,0.011137045681893965,0.07642547515838613,2014,0.5012568258646095,11537,0.4892086330935252
239,Rice,0.8874009460040543,0.04174089317525646,0.004161803550586645,0.021991522820812088,0.0007525032250138213,0.02623011241476749,0.017722218809509183,0.07769211868050863,2014,0.42799635123344176,50428,0.4888553977948759
240,Rock,0.9637848021770986,0.007850115135021981,0.006698764915218757,0.00921080175842579,0.0,0.004710069081013188,0.007745446933221688,0.02574837764287209,2014,0.4561679040548258,7004,0.5114220445459737
241,Roseau,0.93337177269524,0.007495675571785508,0.014094432699083862,0.02838106220770068,0.00012813120635530784,0.0016016400794413481,0.014927285540393362,0.01063489012749055,2014,0.4655187111073225,11731,0.4875969653056005
242,St. Louis,0.925216992009104,0.015238104745124856,0.01909629503925572,0.01053640324826681,0.0003843216722484814,0.003054608615793125,0.026473274670207086,0.014689073784769881,2014,0.5057221515783755,162002,0.4999012357872125
243,Scott,0.8479317513800272,0.030124023227471507,0.007018424259803571,0.05903649007097282,0.0012402322747150332,0.02300523335006093,0.031643845436948884,0.04743709226467848,2014,0.4570425943852856,99168,0.5043965795417876
244,Sherburne,0.937404044391806,0.020847041277361058,0.005165153309646006,0.011317278589288065,0.00012062990744396192,0.004880028073869369,0.0202658244505856,0.024487871211124272,2014,0.463874757751938,66048,0.4873576792635659
245,Sibley,0.9678411446145616,0.004680082904325734,0.0019388914889349469,0.006485257738851375,0.00020057498161396003,0.009159590827037508,0.009694457444674736,0.08270375075215618,2014,0.5414109065029802,11241,0.5019126412240904
246,Stearns,0.9010614274279096,0.04495610467197272,0.0034947058785248053,0.01993999778733706,0.00014317230787252457,0.013022172184223713,0.017382419742159688,0.030879663675233145,2014,0.4357419387488297,118561,0.4980052462445492
247,Steele,0.9058591718891108,0.02952847486385157,0.0013683259899838535,0.011849703073260174,0.00013683259899838538,0.037300566486959855,0.013956925097835308,0.07213814619194878,2014,0.4642070484581498,27240,0.5062775330396476
248,Stevens,0.9343372259782832,0.008399918049580004,0.01915591067404221,0.01679983609916001,0.0014341323499282937,0.003892644949805368,0.015980331899200985,0.04578979717271051,2014,0.5515643105446119,7767,0.5098493626882966
249,Swift,0.9567647368976062,0.01813772013076031,0.002214489085732363,0.001792681640830961,0.0,0.014657808710323737,0.006432563534746388,0.042918907518717714,2014,0.5616475354490209,7405,0.4975016880486158
250,Todd,0.9560715019519213,0.0028354222313540173,0.002383398397370043,0.0047667967947400865,0.0,0.014177111156770084,0.019765769467844668,0.05337990548592562,2014,0.4824967686342094,18568,0.4891749246014649
251,Traverse,0.9269944068295556,0.004415660877244628,0.04032970267883427,0.0,0.0,0.004710038269060936,0.023550191345304682,0.022667059169855758,2014,0.5851103628881407,2673,0.508791619902731
252,Wabasha,0.9731795376752472,0.0021568903268157735,0.0023913349275566185,0.004126224973038871,0.0,0.0029071130491864767,0.01523889904815492,0.028742908050827583,2014,0.5062769010043041,16728,0.5035270205643233
253,Wadena,0.9640130861504908,0.008069792802617229,0.008651399491094147,0.002544529262086514,0.0,0.0020356234096692107,0.014685568884042169,0.017157397310069062,2014,0.5021421616358325,10270,0.5039922103213242
254,Waseca,0.932646842492382,0.026741620258484814,0.006987496059682673,0.004885993485342019,0.0,0.011820951980666176,0.01691709572344226,0.056688031942839126,2014,0.4560556972496037,14507,0.5386365203005445
255,Washington,0.8683873042674225,0.03938169611449476,0.003795051156807172,0.050674385414782204,0.0004462401254296568,0.007678546302438241,0.0296367766186255,0.03816358117751111,2014,0.5179052691035262,185895,0.5092552247236343
256,Watonwan,0.9066933430338304,0.006365951255001819,0.004547108039287013,0.011913423062931977,0.0,0.06284103310294653,0.0076391415060021815,0.22635503819570754,2014,0.4491759894141706,8313,0.5036689522434741
257,Wilkin,0.9529248340793331,0.0072542058959716,0.01528013582342954,0.0,0.0,0.0010804136440808766,0.02346041055718475,0.012656274116375984,2014,0.4728806749698674,4978,0.4933708316593009
258,Winona,0.9391729396812982,0.01476195131488904,0.003323883077524685,0.026239124059047804,0.00023462704076644835,0.004536122788151334,0.011731352038322415,0.027373154756085642,2014,0.384859180292444,41649,0.5093519652332589
259,Wright,0.9473145425716968,0.011391450254768246,0.003225011930235064,0.010868059297116732,6.927233263034743e-05,0.009197826388140576,0.01793383722541217,0.02695463431905297,2014,0.4874897101512066,92324,0.5006607166067328
260,Yellow Medicine,0.9252839210998208,0.002390914524805738,0.03297469615461246,0.006076907750547918,0.0,0.013349272763498704,0.019924287706714484,0.04144251842996613,2014,0.5237846995959861,7673,0.4940701159911378
261,Aitkin,0.9500699656532248,0.0039435186363058145,0.01965398804223381,0.003307467243353263,0.00012721027859051014,0.0005088411143620407,0.02238900903192978,0.01183055590891744,2016,0.7095742249980959,13129,0.4974483966791074
262,Anoka,0.8546047021383213,0.05201480443898737,0.006581704268730458,0.04144187968316392,0.0003135540323927689,0.014921655448074571,0.030121699990329643,0.04057740828544552,2016,0.7101128543067223,263437,0.5031145966587837
263,Becker,0.87787265917603,0.004614232209737828,0.07541573033707866,0.004943820224719101,0.000299625468164794,0.0035355805243445686,0.033318352059925095,0.01758801498127341,2016,0.6815329097042442,25494,0.5023927198556523
264,Beltrami,0.7361318026465691,0.009114012794671807,0.2107834545613881,0.008566295679607394,0.0010516168609236698,0.0024318639908859872,0.0319209534659539,0.020703706949434755,2016,0.6326060994436515,34331,0.5072966123911333
265,Benton,0.9385406898649162,0.026509871505689737,0.0042324555845604074,0.011075347847023341,0.0,0.0008110094533289404,0.01883062574448133,0.020047139924474745,2016,0.6848183141996004,29529,0.5006942327881067
266,Big Stone,0.9882306786975285,0.0017653981953707335,0.0,0.0,0.0,0.0007846214201647705,0.009219301686936054,0.012553942722636328,2016,0.7033022435089489,3967,0.5074363498865642
267,Blue Earth,0.9163970453574264,0.033056589951773394,0.004013796471521885,0.02055735303095049,0.0001220926683352665,0.004532690311946768,0.02132043220804591,0.03076735242048715,2016,0.6362250945419653,53151,0.4997648209817313
268,Brown,0.9707821692265172,0.002250562640660165,0.002211079085560864,0.006554270146483989,0.0005922533264895171,0.00939708611363367,0.008212579460654637,0.038970268883010216,2016,0.7078229044883851,19673,0.5121740456463173
269,Carlton,0.8936925765176709,0.014796234710557462,0.051800913139056416,0.0060875937094865004,0.00019728312947409955,0.0017755481652668961,0.031649850628487686,0.016628149484245534,2016,0.6688994866940915,27469,0.475190214423532
270,Carver,0.9285692226923196,0.014288214282037819,0.0013897038386708257,0.027505841903173667,0.0007720576881504586,0.005497050739631265,0.021977908856016387,0.04042494055155802,2016,0.7698930627913353,72940,0.5086509459829998
271,Cass,0.8491949848077394,0.003492473719135264,0.11085111584535326,0.005797506373764538,0.0004540215834875842,0.0012572905388886946,0.028952607131631336,0.018195788076694724,2016,0.7073298887818548,22838,0.4932568526140642
272,Chippewa,0.9289955467590302,0.005360382648853703,0.01459673428995547,0.006679861454725385,0.010720765297707406,0.01756556160316675,0.016081147946561108,0.060201220517895435,2016,0.680160190496807,9239,0.5064400909189306
273,Chisago,0.9564959937824984,0.012435003053237356,0.004033974204770452,0.007068707092762902,7.401787531688903e-05,0.0019799781647267816,0.017912325826687146,0.01931866545770804,2016,0.7245255161574549,41993,0.4817231443335794
274,Clay,0.922217517344712,0.020699651477150586,0.01254030813328556,0.010488257711475196,0.00042343897592912283,0.004283248102667666,0.029347578254779974,0.04206703364711247,2016,0.6220922922167735,47718,0.5124900456850664
275,Clearwater,0.8630762209036971,0.003308991328160657,0.09185303514376997,0.004564125969876769,0.0012551346417161114,0.0013692377909630307,0.03457325422181652,0.01711547238703788,2016,0.6406952352412346,6674,0.4940065927479772
276,Cook,0.8680728667305848,0.0028763183125599234,0.08226270373921381,0.009204218600191754,0.0038350910834132313,0.013039309683604986,0.020709491850431447,0.01879194630872483,2016,0.7659906396255849,4487,0.5050144862937375
277,Cottonwood,0.9062905598338672,0.006229990481958986,0.004672492861469239,0.028813705979060317,0.00034611058233105475,0.03703383230942287,0.01661330795189063,0.06801072942805228,2016,0.6687471104946833,8652,0.5085529357374018
278,Crow Wing,0.9632665308507448,0.006143301590309692,0.01179703415928365,0.00454825413369972,0.0,0.0007264572574659276,0.013518422008496392,0.013581592204797776,2016,0.7256885890949972,49812,0.5056010599855456
279,Dakota,0.8375141589005402,0.05367499428782553,0.0028390722456380865,0.046489808022323664,0.00012639705203183258,0.02773686078337004,0.031618708708270736,0.06574591275686555,2016,0.7419964131720532,314484,0.5145889774996503
280,Dodge,0.9642453710525024,0.0032906045872010217,0.0026521290702814205,0.00888954373557291,0.0,0.00775993320563823,0.013162418348804087,0.04852413928588969,2016,0.7120870372827385,15074,0.5007297333156429
281,Douglas,0.9736585101188217,0.0057511800770441105,0.0037436926916607893,0.0021431284249362487,0.0,0.0037708208995713742,0.010932667787965929,0.014432206608431447,2016,0.7532837202921909,29159,0.5025892520319627
282,Faribault,0.9747149231531981,0.001983143282102132,0.0007790920036829804,0.003328847652100007,0.0,0.005524470571570224,0.013669523337346836,0.06211488065727035,2016,0.6926567274747661,10799,0.5079173997592371
283,Fillmore,0.9817981510753458,0.0041672654116970825,0.0007663936389327967,0.0043588638214302824,9.579920486659959e-05,0.0015806868802988937,0.00723283996742827,0.01274129424725775,2016,0.7080324338021031,15786,0.5048143924996833
284,Freeborn,0.9472537478455986,0.013202822672433416,0.00286169555461611,0.014275958505414459,0.00022763487366264515,0.010568761991479951,0.0116093785567949,0.09365549087834542,2016,0.6813209928481279,23770,0.5048380311316786
285,Goodhue,0.9534768568353068,0.01209903121636168,0.011324004305705059,0.0052744886975242215,0.0,0.0012486544671689989,0.016576964477933262,0.031130247578040907,2016,0.7247596153846154,35776,0.5055903398926654
286,Grant,0.9745919569241124,0.00033653037186606087,0.004374894834258792,0.001177856301531213,0.0,0.0020191822311963654,0.01749957933703517,0.01901396601043244,2016,0.7705097352876832,4571,0.4983592211769853
287,Hennepin,0.7375653806237673,0.1244739573211827,0.006614761859476624,0.06882527816483566,0.00040272396869172597,0.027102413449492047,0.03501548461255391,0.06806779324631078,2016,0.7109965054380034,963497,0.5095677516380435
288,Houston,0.9721143100420414,0.004629876004470225,0.002075461657176308,0.004044489383215368,0.0002660848278431164,0.0018093768293331914,0.015060401255920388,0.009153318077803205,2016,0.7307666098807496,14675,0.5070528109028961
289,Hubbard,0.9430232558139536,0.0065891472868217045,0.021414728682170543,0.006056201550387597,0.0001937984496124031,0.0029069767441860465,0.01981589147286821,0.018604651162790697,2016,0.7115231625971483,16341,0.4958692858454195
290,Isanti,0.9575934063076884,0.005928082993161905,0.004576064064896909,0.008736122305712279,0.00023400327604586465,0.0037440524167338335,0.0191882686357609,0.017758248615480615,2016,0.7188402841507766,29421,0.4973998164576323
291,Itasca,0.9296013757826967,0.0049387071170297215,0.03514419260957757,0.004211129729253021,0.00011023899814798484,0.0021606843637005037,0.02383367139959432,0.012523150189611077,2016,0.6870539978648087,35594,0.4986233634882283
292,Jackson,0.9557217357079604,0.0022631112860375872,0.0008855652858407951,0.021942339860277483,0.00029518842861359833,0.009150841287021549,0.009741218144248746,0.03276591557610942,2016,0.7153153153153153,7770,0.4924066924066924
293,Kanabec,0.9665158939565272,0.003392385978137957,0.0097374041965071,0.004774469154416384,6.282196255811031e-05,0.0018846588767433095,0.013632365875109938,0.015454202789295138,2016,0.6597211091521077,12478,0.4926270235614682
294,Kandiyohi,0.8883792048929664,0.036838390966831336,0.005504587155963303,0.007245354034344859,0.0,0.048153375676311456,0.013879087273582686,0.11745471653728536,2016,0.6797227894313471,32322,0.5024750943629726
295,Kittson,0.9799368800721372,0.006311992786293959,0.002028854824165916,0.003832281334535618,0.0,0.0004508566275924256,0.007439134355275024,0.0193868349864743,2016,0.7169366715758468,3395,0.498379970544919
296,Koochiching,0.9362722351121424,0.00920340293890178,0.03642691415313225,0.004408352668213457,0.0,0.0002320185614849188,0.01345707656612529,0.0019334880123743235,2016,0.6278048780487805,10250,0.4993170731707317
297,Lac qui Parle,0.9720936957779064,0.010121457489878544,0.0020242914979757085,0.004048582995951417,0.0,0.003759398496240601,0.007952573742047426,0.02096587622903413,2016,0.7232472324723247,5420,0.5005535055350554
298,Lake,0.9691260143643315,0.008954388583154557,0.005223393340173493,0.0,0.0006529241675216862,0.0041973696483536965,0.01184590989646488,0.013897957280104468,2016,0.7661412726211325,8565,0.4900175131348512
299,Lake of the Woods,0.9400153806716228,0.0010253781081773904,0.0030761343245321714,0.011535503716995642,0.0,0.0,0.04434760317867213,0.012304537298128686,2016,0.7314635718891038,3102,0.4874274661508704
300,Le Sueur,0.9573598553345388,0.007703435804701626,0.0034358047016274863,0.004520795660036167,7.233273056057866e-05,0.01631103074141049,0.010596745027124774,0.05616636528028933,2016,0.716366915009728,21073,0.4995966402505576
301,Lincoln,0.9756602796478508,0.00224408769204212,0.006732263076126359,0.001380977041256689,0.0,0.006904885206283446,0.007077507336440531,0.01605385810460901,2016,0.6938496583143507,4390,0.5015945330296128
302,Lyon,0.8904168289832489,0.029723412543825482,0.005414881184261785,0.035138293728087265,0.0,0.029996104402025717,0.009310479158550836,0.06178418387222439,2016,0.6361757105943152,19350,0.5062532299741602
303,McLeod,0.954990814451929,0.0016422646551244224,0.0020876245615988427,0.0061515337081779215,0.0,0.01942882591994656,0.015698936703223292,0.055168958414518736,2016,0.6914233576642336,27400,0.5048905109489051
304,Mahnomen,0.4771897810218978,0.0034671532846715326,0.41478102189781024,0.004379562043795621,0.0040145985401459855,0.0067518248175182476,0.08941605839416059,0.034306569343065696,2016,0.5597883597883598,3780,0.5108465608465609
305,Marshall,0.9746970019136719,0.0022326174782054007,0.0034020837763129915,0.00212630236019562,0.00021263023601956202,0.002870508186264087,0.014458856049330213,0.04093132043376568,2016,0.6777670305375155,7237,0.4877711759016167
306,Martin,0.9759817758629228,0.002674194027633339,0.0009409201208339524,0.007527360966671619,9.90442232456792e-05,0.0016342296835537068,0.01114247511513891,0.03971673352151736,2016,0.6816313423249839,15570,0.5089916506101477
307,Meeker,0.9742790335151988,0.005412661297306659,0.003160994197627089,0.003810513553303889,0.0009959296787044251,0.003074391616870182,0.009266476140989,0.03485753875465489,2016,0.7102878770501204,17438,0.4936345911228352
308,Mille Lacs,0.9110826741119901,0.00527377074608345,0.051264153870017065,0.004265549868155732,0.0,0.002908329455560725,0.02520552194819296,0.02047463936714751,2016,0.6760686845769092,19393,0.501830557417625
309,Morrison,0.9719634703196348,0.005966514459665145,0.001491628614916286,0.005083713850837139,0.0,0.003957382039573821,0.011537290715372907,0.014946727549467275,2016,0.7062286214302759,25142,0.5003977408320738
310,Mower,0.9163269465960048,0.033810640032613117,0.0010955972278842234,0.02122401141459437,0.0011465552384834895,0.007618222584590297,0.0187780269058296,0.10938136975132493,2016,0.6053342336259284,29620,0.5039162727886564
311,Murray,0.967860096892355,0.00413564929693962,0.0029540352120997282,0.007798652959943282,0.003899326479971641,0.004608294930875576,0.008743944227815196,0.033676001417936904,2016,0.7282224612075587,6509,0.5062221539406975
312,Nicollet,0.9337566965629328,0.028622163366038643,0.0022271714922049,0.015289231324866068,0.0,0.007584421838319389,0.012520315415638356,0.041654126286642994,2016,0.6952497047731515,26251,0.4976572321054436
313,Nobles,0.7975056376271342,0.04174145151640665,0.004510101707395646,0.05996594412996456,0.00046021445993833126,0.07966312301532515,0.016153527543835432,0.2605274057710893,2016,0.5422670212108095,16171,0.4809226392925608
314,Norman,0.9297981319674599,0.007532389273877674,0.014763482976800241,0.004670081349804157,0.0021090689966857487,0.009189514914130762,0.031937330521241335,0.04820729135281712,2016,0.6615446018758729,5011,0.501496707244063
315,Olmsted,0.8525355753344348,0.052650162553962584,0.0027847359164312733,0.05961200234504078,9.32686670575068e-05,0.009959761232212332,0.022364493950860737,0.04634786547993392,2016,0.6998795044947425,115357,0.5170730861586206
316,Otter Tail,0.9561306201684748,0.013554269074773806,0.003570561930183381,0.006534474988733664,0.00012132977432661975,0.0077824383818074685,0.012306305681700005,0.03104308940271085,2016,0.7236052259887006,45312,0.5007503531073446
317,Pennington,0.9372704153715742,0.016530093246679853,0.01476405764340209,0.007629273806159931,0.0029669398135066397,0.004026561175473298,0.016812658943204294,0.03383724215880192,2016,0.6193784277879342,10940,0.5005484460694698
318,Pine,0.9146110709739568,0.02115801424295593,0.024254309010217773,0.005126088003577941,0.0004472425774933773,0.006089379708948292,0.02831389548284997,0.027625829979014003,2016,0.6045927209705373,23080,0.4616984402079723
319,Pipestone,0.9271943995691976,0.013462574044157244,0.013354873451803985,0.009800753904146474,0.0,0.013031771674744213,0.023155627355950455,0.05288099084544965,2016,0.7072814825623814,6853,0.5196264409747556
320,Polk,0.9308399366085578,0.014136291600633916,0.011822503961965134,0.007606973058637084,0.0005071315372424723,0.010079239302694136,0.025007923930269408,0.0595879556259905,2016,0.6225088412731433,24035,0.4994799251092157
321,Pope,0.9730296127562642,0.004464692482915718,0.0042824601366742605,0.0034624145785876995,0.0,0.0051936218678815494,0.009567198177676536,0.01184510250569476,2016,0.7348257558273713,8666,0.494345718901454
322,Ramsey,0.6834070829758734,0.11207688023961107,0.0063985340377176745,0.13590817416956394,0.0003273581071928478,0.01962267274724944,0.04225929772279165,0.07334514832708719,2016,0.6601717820890144,416225,0.5204420685927083
323,Red Lake,0.9515091538842158,0.005690252350321623,0.01632855022266205,0.002968827313211281,0.0,0.006679861454725385,0.016823354774863932,0.031914893617021274,2016,0.634315998675058,3019,0.4945346141106327
324,Redwood,0.8942739761201695,0.0065476954679676465,0.04930029528822698,0.03145461548337398,0.0,0.008987032995249711,0.009436384645012195,0.028951084863268712,2016,0.6670996795704512,11547,0.5029011864553564
325,Renville,0.9336445481827276,0.003001000333444481,0.013604534844948316,0.005001667222407469,0.0,0.0336112037345782,0.011137045681893965,0.07642547515838613,2016,0.6811696942844484,11285,0.4914488258750554
326,Rice,0.8874009460040543,0.04174089317525646,0.004161803550586645,0.021991522820812088,0.0007525032250138213,0.02623011241476749,0.017722218809509183,0.07769211868050863,2016,0.6383963443211998,51208,0.4887712857366037
327,Rock,0.9637848021770986,0.007850115135021981,0.006698764915218757,0.00921080175842579,0.0,0.004710069081013188,0.007745446933221688,0.02574837764287209,2016,0.7015437392795884,6996,0.5090051457975986
328,Roseau,0.93337177269524,0.007495675571785508,0.014094432699083862,0.02838106220770068,0.00012813120635530784,0.0016016400794413481,0.014927285540393362,0.01063489012749055,2016,0.6706653054279395,11754,0.4849412965798877
329,St. Louis,0.925216992009104,0.015238104745124856,0.01909629503925572,0.01053640324826681,0.0003843216722484814,0.003054608615793125,0.026473274670207086,0.014689073784769881,2016,0.7011430974973093,161666,0.5012061905409919
330,Scott,0.8479317513800272,0.030124023227471507,0.007018424259803571,0.05903649007097282,0.0012402322747150332,0.02300523335006093,0.031643845436948884,0.04743709226467848,2016,0.7323022587906544,103064,0.5047543274082124
331,Sherburne,0.937404044391806,0.020847041277361058,0.005165153309646006,0.011317278589288065,0.00012062990744396192,0.004880028073869369,0.0202658244505856,0.024487871211124272,2016,0.7118676386464643,68177,0.4866597239538261
332,Sibley,0.9678411446145616,0.004680082904325734,0.0019388914889349469,0.006485257738851375,0.00020057498161396003,0.009159590827037508,0.009694457444674736,0.08270375075215618,2016,0.6958643947461839,11268,0.4982250621228257
333,Stearns,0.9010614274279096,0.04495610467197272,0.0034947058785248053,0.01993999778733706,0.00014317230787252457,0.013022172184223713,0.017382419742159688,0.030879663675233145,2016,0.6661682988213601,120393,0.4968145988554152
334,Steele,0.9058591718891108,0.02952847486385157,0.0013683259899838535,0.011849703073260174,0.00013683259899838538,0.037300566486959855,0.013956925097835308,0.07213814619194878,2016,0.7048111592672178,27457,0.5041337363878063
335,Stevens,0.9343372259782832,0.008399918049580004,0.01915591067404221,0.01679983609916001,0.0014341323499282937,0.003892644949805368,0.015980331899200985,0.04578979717271051,2016,0.7094848838718049,7707,0.5074607499675621
336,Swift,0.9567647368976062,0.01813772013076031,0.002214489085732363,0.001792681640830961,0.0,0.014657808710323737,0.006432563534746388,0.042918907518717714,2016,0.6945623887138748,7301,0.4973291329954801
337,Todd,0.9560715019519213,0.0028354222313540173,0.002383398397370043,0.0047667967947400865,0.0,0.014177111156770084,0.019765769467844668,0.05337990548592562,2016,0.6475889073646945,18643,0.491122673389476
338,Traverse,0.9269944068295556,0.004415660877244628,0.04032970267883427,0.0,0.0,0.004710038269060936,0.023550191345304682,0.022667059169855758,2016,0.6910538286580743,2638,0.5018953752843063
339,Wabasha,0.9731795376752472,0.0021568903268157735,0.0023913349275566185,0.004126224973038871,0.0,0.0029071130491864767,0.01523889904815492,0.028742908050827583,2016,0.7114421930870083,16780,0.5047079856972586
340,Wadena,0.9640130861504908,0.008069792802617229,0.008651399491094147,0.002544529262086514,0.0,0.0020356234096692107,0.014685568884042169,0.017157397310069062,2016,0.6875551632833187,10197,0.5069137981759341
341,Waseca,0.932646842492382,0.026741620258484814,0.006987496059682673,0.004885993485342019,0.0,0.011820951980666176,0.01691709572344226,0.056688031942839126,2016,0.6767788962165915,14405,0.5321763276640056
342,Washington,0.8683873042674225,0.03938169611449476,0.003795051156807172,0.050674385414782204,0.0004462401254296568,0.007678546302438241,0.0296367766186255,0.03816358117751111,2016,0.7639108736465131,190157,0.5098050558222942
343,Watonwan,0.9066933430338304,0.006365951255001819,0.004547108039287013,0.011913423062931977,0.0,0.06284103310294653,0.0076391415060021815,0.22635503819570754,2016,0.6117348786671496,8283,0.5047688035735844
344,Wilkin,0.9529248340793331,0.0072542058959716,0.01528013582342954,0.0,0.0,0.0010804136440808766,0.02346041055718475,0.012656274116375984,2016,0.6795445302968687,4918,0.4947132980886539
345,Winona,0.9391729396812982,0.01476195131488904,0.003323883077524685,0.026239124059047804,0.00023462704076644835,0.004536122788151334,0.011731352038322415,0.027373154756085642,2016,0.6327168658762415,41581,0.5073952045405353
346,Wright,0.9473145425716968,0.011391450254768246,0.003225011930235064,0.010868059297116732,6.927233263034743e-05,0.009197826388140576,0.01793383722541217,0.02695463431905297,2016,0.7396913469551366,94799,0.4998470448000506
347,Yellow Medicine,0.9252839210998208,0.002390914524805738,0.03297469615461246,0.006076907750547918,0.0,0.013349272763498704,0.019924287706714484,0.04144251842996613,2016,0.7017405063291139,7584,0.495912447257384
